employee_id,age,gender,marital_status,education_level,years_of_experience,job_role,department,job_level,employment_type,work_location,reporting_manager_score,monthly_income,bonus_percentage,stock_option_level,benefits_satisfaction,performance_rating,projects_completed,average_work_hours,absenteeism_days,promotion_last_2yrs,job_satisfaction,work_life_balance,engagement_score,training_hours,internal_mobility,tenure_years,time_since_last_promotion,time_in_current_role,attrition_status
E03706,44,Female,Single,Diploma,33.9,Consultant,Sales,Senior,Contract,Onsite,4.7,44834,9.25,Low,5,3,5,53.5,8,No,1,2,87.02,60,No,2.9,55,14,Stayed
E03707,53,Female,Single,Master,24.4,Manager,Finance,Senior,Full-time,Hybrid,8.0,135662,17.56,High,1,1,10,51.8,2,Yes,4,5,61.04,37,Yes,3.3,52,58,Stayed
E03708,54,Male,Single,Diploma,9.2,HR,IT,Entry,Full-time,Hybrid,1.1,64268,10.69,Low,4,2,6,36.0,0,Yes,1,1,51.48,57,No,16.5,37,16,Stayed
E03709,26,Male,Single,Bachelor,31.9,Engineer,IT,Senior,Full-time,Remote,4.9,33865,8.91,Medium,5,3,14,32.2,17,Yes,4,1,56.8,76,Yes,0.8,43,55,Stayed
E03710,55,Female,Single,PhD,10.6,Engineer,Sales,Entry,Full-time,Onsite,2.4,142063,12.34,Medium,3,1,5,40.2,17,Yes,4,2,24.09,68,No,1.2,53,49,Stayed
E03711,32,Male,Single,High School,13.3,Manager,Finance,Executive,Full-time,Onsite,3.8,87643,13.79,High,4,4,8,36.0,5,Yes,2,5,14.68,93,Yes,11.7,16,49,Stayed
E03712,24,Female,Married,PhD,4.0,Engineer,HR,Executive,Full-time,Onsite,2.0,55046,9.93,High,1,4,13,52.4,11,Yes,2,2,84.61,80,No,19.3,54,0,Stayed
E03713,54,Female,Married,PhD,31.5,Consultant,Finance,Mid,Contract,Hybrid,4.8,125829,7.74,Low,2,2,9,43.3,18,Yes,4,5,86.18,82,Yes,18.7,17,26,Stayed
E03714,32,Male,Single,Bachelor,10.4,Consultant,HR,Executive,Contract,Hybrid,6.8,80146,18.71,None,4,5,3,45.5,12,Yes,1,3,77.79,22,Yes,9.1,6,50,Stayed
E03715,37,Male,Married,Bachelor,9.4,Sales,Sales,Mid,Full-time,Remote,7.0,142978,11.42,Low,3,3,0,31.1,9,Yes,3,1,79.45,10,Yes,16.1,13,5,Left
E03716,39,Male,Married,Bachelor,32.2,Analyst,Finance,Senior,Contract,Hybrid,8.2,62059,6.05,Low,5,3,10,51.9,0,Yes,4,3,29.25,84,Yes,14.1,31,19,Stayed
E03717,51,Male,Married,Master,28.3,Manager,IT,Senior,Contract,Onsite,8.3,113521,22.75,High,3,4,3,56.2,18,Yes,2,4,19.79,86,No,16.2,42,53,Stayed
E03718,31,Male,Married,Diploma,5.4,Engineer,Operations,Executive,Full-time,Hybrid,6.4,42026,21.71,None,5,1,9,43.4,15,Yes,1,1,24.4,25,No,5.2,58,17,Stayed
E03719,39,Male,Married,High School,27.0,HR,IT,Entry,Contract,Hybrid,4.2,96117,26.6,None,4,2,5,35.3,3,Yes,3,3,67.48,93,Yes,6.9,9,4,Stayed
E03720,59,Female,Married,Bachelor,32.0,Sales,HR,Senior,Contract,Remote,1.5,62448,16.65,High,5,2,12,58.1,2,No,4,3,45.76,8,No,15.6,52,13,Stayed
E03721,40,Female,Single,High School,3.2,Consultant,Sales,Senior,Full-time,Hybrid,1.3,120923,8.38,Medium,1,5,14,35.2,3,Yes,2,4,11.42,85,No,5.8,51,30,Stayed
E03722,57,Male,Single,High School,29.0,Manager,Finance,Senior,Full-time,Onsite,2.0,95090,25.91,High,4,5,5,62.7,10,No,5,5,95.54,60,No,15.3,26,57,Left
E03723,34,Female,Married,High School,19.4,Manager,Sales,Entry,Contract,Onsite,9.9,20189,8.41,High,2,1,2,51.8,4,No,1,4,30.73,20,No,15.2,40,17,Stayed
E03724,24,Female,Married,Bachelor,23.6,Consultant,Sales,Executive,Contract,Onsite,8.1,73374,19.67,High,3,1,1,39.5,14,No,3,5,10.39,8,Yes,15.4,40,50,Left
E03725,31,Female,Single,Bachelor,17.5,Analyst,HR,Mid,Full-time,Onsite,4.6,122520,5.71,None,3,2,7,65.9,3,No,2,4,44.57,96,No,9.0,5,17,Stayed
E03726,59,Female,Married,Diploma,24.6,Manager,Sales,Entry,Full-time,Remote,5.2,39421,18.88,High,4,4,8,35.7,18,No,5,1,29.17,36,No,4.3,0,38,Stayed
E03727,22,Male,Married,Bachelor,1.7,Engineer,Finance,Entry,Contract,Remote,7.6,69305,25.23,None,2,1,9,54.0,1,No,4,3,43.21,25,No,2.4,32,5,Stayed
E03728,48,Female,Married,Bachelor,26.8,HR,IT,Senior,Contract,Onsite,5.6,23670,16.2,High,4,1,9,54.7,9,Yes,1,3,94.45,57,Yes,4.3,9,34,Stayed
E03729,29,Female,Married,High School,1.7,HR,Sales,Mid,Full-time,Onsite,4.2,111746,14.13,Medium,1,5,3,31.5,10,Yes,3,5,65.89,78,Yes,10.1,49,37,Stayed
E03730,38,Male,Married,Diploma,16.2,Consultant,Finance,Entry,Full-time,Hybrid,4.1,57675,29.8,Medium,1,5,2,54.4,14,Yes,2,4,68.12,83,Yes,5.6,17,2,Left
E03731,30,Male,Single,PhD,5.7,Manager,Finance,Senior,Contract,Hybrid,2.9,134303,0.67,Low,2,5,10,57.8,8,No,4,2,89.52,30,No,17.2,41,28,Stayed
E03732,27,Male,Single,Bachelor,28.9,HR,HR,Entry,Full-time,Hybrid,9.0,86922,9.95,Low,4,4,9,66.4,16,No,2,1,20.22,37,No,14.8,15,38,Stayed
E03733,46,Male,Married,Bachelor,11.3,Manager,Sales,Senior,Full-time,Hybrid,4.7,88815,27.56,None,2,2,14,58.4,5,Yes,5,2,19.01,53,No,14.9,39,51,Left
E03734,49,Female,Single,PhD,16.2,Consultant,HR,Mid,Contract,Hybrid,7.8,118382,19.28,Medium,2,4,0,49.4,3,Yes,4,3,86.98,63,No,6.3,10,38,Stayed
E03735,54,Male,Married,High School,15.3,Analyst,IT,Mid,Full-time,Onsite,6.2,31692,16.26,None,1,5,1,64.1,12,No,2,4,24.33,91,No,9.7,43,57,Stayed
E03736,58,Female,Married,Diploma,27.2,HR,IT,Senior,Full-time,Hybrid,7.8,54566,19.13,High,1,3,13,44.2,8,Yes,1,5,76.06,26,Yes,12.9,18,35,Stayed
E03737,30,Female,Married,High School,17.1,Engineer,Finance,Executive,Full-time,Hybrid,3.9,97459,9.66,High,2,3,7,64.2,4,Yes,1,5,28.8,42,No,9.2,27,40,Stayed
E03738,39,Male,Married,Master,27.7,Sales,Sales,Entry,Full-time,Hybrid,7.8,136997,2.14,None,2,2,5,63.8,18,No,3,5,52.75,0,No,16.0,0,20,Stayed
E03739,42,Male,Married,Bachelor,3.0,Consultant,Finance,Executive,Full-time,Remote,8.1,129777,8.25,Low,5,5,5,54.1,18,Yes,1,3,44.69,74,No,12.0,37,57,Left
E03740,23,Male,Married,Master,7.1,Sales,Sales,Entry,Full-time,Remote,1.9,63825,10.09,None,1,5,14,43.8,16,No,1,1,19.32,63,No,12.2,23,39,Stayed
E03741,59,Male,Married,Bachelor,19.5,Analyst,HR,Mid,Contract,Remote,1.8,80537,14.4,None,2,4,0,53.6,6,Yes,3,2,70.42,40,Yes,1.6,30,45,Stayed
E03742,57,Male,Married,Master,33.2,Engineer,IT,Entry,Full-time,Onsite,9.9,32441,11.82,Low,5,2,7,66.2,11,Yes,4,3,86.93,48,No,16.0,46,55,Stayed
E03743,58,Male,Married,PhD,3.1,Sales,IT,Senior,Full-time,Remote,2.1,25465,15.63,High,2,4,13,55.5,15,No,2,4,18.95,84,No,2.9,30,54,Left
E03744,36,Female,Single,Bachelor,2.0,Engineer,HR,Senior,Contract,Hybrid,7.2,142339,5.88,Low,5,5,5,63.6,12,Yes,4,5,42.18,67,Yes,4.4,58,57,Stayed
E03745,49,Female,Married,Bachelor,5.9,HR,Operations,Senior,Contract,Hybrid,7.7,58892,5.52,Medium,2,1,3,43.8,7,No,2,4,12.55,57,Yes,2.8,10,3,Stayed
E03746,39,Female,Single,Master,22.6,Manager,Operations,Executive,Contract,Hybrid,1.6,137818,10.55,Low,4,3,10,41.7,11,Yes,1,3,31.23,40,No,16.8,12,56,Left
E03747,55,Female,Single,Diploma,14.3,Consultant,Operations,Mid,Full-time,Onsite,7.7,57525,14.21,Medium,1,5,2,40.2,16,No,5,4,33.43,91,No,17.7,37,58,Stayed
E03748,43,Male,Married,Master,29.0,Engineer,Sales,Mid,Contract,Remote,4.8,31978,10.25,Medium,2,1,10,49.7,15,Yes,3,2,83.54,27,Yes,19.6,3,59,Left
E03749,32,Male,Single,Bachelor,3.0,HR,HR,Mid,Contract,Remote,3.5,25959,17.3,Low,3,3,5,47.3,15,No,4,5,77.69,91,No,3.7,24,36,Stayed
E03750,34,Female,Married,Bachelor,7.3,Analyst,Sales,Senior,Contract,Hybrid,7.0,74498,9.3,Low,3,1,2,64.2,9,Yes,2,2,84.84,55,No,17.1,41,0,Left
E03751,25,Female,Married,Diploma,10.9,Engineer,Sales,Mid,Full-time,Hybrid,8.5,119311,5.32,Low,5,2,3,34.5,0,Yes,5,5,17.24,18,No,11.8,39,46,Stayed
E03752,43,Female,Married,High School,22.1,Analyst,HR,Executive,Contract,Remote,6.2,69423,25.88,None,1,1,9,52.2,16,No,2,5,21.98,24,Yes,18.1,45,14,Left
E03753,28,Male,Married,Diploma,24.1,Consultant,Sales,Executive,Full-time,Remote,8.8,71479,6.02,Low,5,1,7,46.1,4,No,3,4,37.36,42,No,6.2,16,19,Stayed
E03754,45,Male,Single,High School,4.8,HR,HR,Executive,Full-time,Hybrid,1.2,88052,29.0,Medium,1,2,10,67.5,3,Yes,4,4,76.99,61,No,5.9,5,9,Stayed
E03755,25,Male,Single,Bachelor,33.1,Analyst,Operations,Senior,Contract,Remote,7.6,54593,29.62,Medium,3,1,6,61.5,2,Yes,3,5,12.25,62,No,16.2,23,19,Stayed
E03756,49,Female,Married,PhD,12.3,Manager,Operations,Entry,Full-time,Remote,2.5,27119,20.9,Medium,3,3,12,47.3,0,Yes,4,5,23.39,69,No,5.3,35,36,Left
E03757,36,Female,Single,PhD,25.1,Sales,Sales,Mid,Full-time,Onsite,3.6,21482,15.06,Low,5,1,6,55.6,7,No,3,4,54.79,18,No,1.9,26,20,Stayed
E03758,22,Male,Single,Master,18.6,Analyst,IT,Executive,Full-time,Hybrid,6.2,139726,23.86,High,4,1,5,59.8,18,No,4,4,12.16,54,No,9.1,8,44,Left
E03759,24,Male,Single,Diploma,8.2,Analyst,HR,Entry,Full-time,Remote,3.5,69072,26.2,High,3,2,7,32.8,3,Yes,1,3,19.32,82,Yes,12.3,14,19,Stayed
E03760,35,Female,Married,Diploma,29.7,HR,Finance,Entry,Full-time,Onsite,2.5,135379,21.29,Medium,1,3,8,56.9,13,No,4,4,38.69,89,No,14.3,56,30,Stayed
E03761,59,Female,Single,PhD,28.7,HR,Finance,Executive,Contract,Onsite,9.0,99816,3.06,Medium,2,2,0,35.6,19,No,1,2,31.53,14,Yes,3.3,17,39,Left
E03762,22,Male,Single,High School,14.2,Engineer,Sales,Executive,Full-time,Onsite,9.2,133795,0.09,None,2,1,2,37.6,0,Yes,5,3,42.48,18,No,10.5,24,30,Left
E03763,59,Female,Single,Diploma,20.8,Sales,IT,Mid,Full-time,Onsite,1.3,115352,5.76,Low,2,2,14,48.4,16,No,4,2,78.02,99,No,7.0,50,37,Left
E03764,59,Male,Married,High School,9.4,Analyst,HR,Mid,Full-time,Onsite,5.5,142517,5.66,Low,3,2,7,69.2,3,No,2,3,29.56,10,Yes,9.3,54,50,Stayed
E03765,42,Male,Single,High School,24.3,Analyst,Operations,Entry,Full-time,Onsite,2.8,73339,5.48,Medium,4,1,0,68.1,5,Yes,4,3,66.32,10,No,2.4,41,12,Left
E03766,50,Female,Single,High School,11.2,HR,Sales,Entry,Contract,Onsite,8.8,34333,15.29,None,3,1,8,66.1,13,Yes,4,5,89.28,63,Yes,14.9,13,56,Stayed
E03767,26,Female,Married,High School,29.6,Manager,HR,Entry,Contract,Hybrid,5.2,98585,15.6,Medium,1,5,11,31.4,12,No,5,3,37.41,61,Yes,13.0,6,9,Stayed
E03768,31,Female,Single,Master,8.0,HR,HR,Senior,Full-time,Hybrid,5.3,143005,21.69,None,3,1,14,64.1,3,No,2,1,14.45,95,No,10.8,28,27,Stayed
E03769,49,Male,Married,Master,1.0,Manager,HR,Entry,Full-time,Hybrid,6.6,111588,6.04,Medium,3,1,0,61.0,10,No,1,3,66.82,71,No,4.0,1,14,Stayed
E03770,42,Female,Married,PhD,9.8,Sales,IT,Senior,Contract,Onsite,1.5,75069,2.78,Medium,3,5,11,50.0,17,Yes,4,3,74.5,50,Yes,3.9,38,27,Left
E03771,28,Female,Married,Master,7.1,HR,HR,Mid,Full-time,Remote,2.1,148970,19.98,Low,3,3,13,43.0,15,Yes,4,2,52.89,1,No,4.4,3,28,Left
E03772,24,Male,Married,Diploma,18.0,Sales,IT,Entry,Full-time,Onsite,5.5,129173,14.52,None,1,5,8,60.2,3,No,2,3,48.52,46,Yes,15.9,7,59,Stayed
E03773,41,Male,Married,Master,7.5,Consultant,IT,Mid,Contract,Hybrid,9.7,109098,19.99,High,3,2,6,34.3,19,Yes,5,4,77.17,58,Yes,7.5,7,35,Stayed
E03774,40,Female,Married,Diploma,26.8,Analyst,HR,Entry,Contract,Hybrid,8.6,94327,11.42,None,4,5,13,56.0,9,No,2,2,47.48,75,Yes,7.8,56,0,Left
E03775,56,Male,Single,Diploma,8.8,Sales,Operations,Mid,Full-time,Onsite,9.0,90059,22.52,None,5,5,5,56.9,14,Yes,2,2,10.43,64,Yes,7.4,22,51,Stayed
E03776,25,Male,Married,High School,24.9,Manager,HR,Entry,Contract,Hybrid,2.2,119140,20.48,Low,1,3,14,52.1,13,Yes,3,2,90.09,92,No,3.0,27,57,Stayed
E03777,26,Male,Single,PhD,20.5,Consultant,Operations,Senior,Full-time,Remote,9.6,128238,19.51,High,4,4,11,65.1,13,Yes,1,2,32.79,78,Yes,17.1,33,22,Stayed
E03778,22,Female,Single,High School,34.5,Manager,Sales,Executive,Full-time,Remote,7.6,111953,0.83,High,2,3,8,43.2,14,No,5,4,64.76,51,Yes,11.6,54,35,Stayed
E03779,25,Female,Married,High School,35.0,Engineer,Finance,Mid,Full-time,Remote,3.9,16245,25.74,Low,2,5,14,49.1,16,No,4,2,59.93,28,No,19.9,3,24,Stayed
E03780,33,Male,Single,Master,30.5,Engineer,Sales,Mid,Full-time,Onsite,8.8,138564,11.3,Medium,1,2,13,60.3,18,No,5,2,56.19,40,No,10.6,23,37,Left
E03781,48,Male,Single,Master,26.7,Analyst,IT,Executive,Contract,Hybrid,7.7,34522,4.07,None,5,2,12,58.7,2,Yes,5,4,32.18,48,Yes,13.9,7,58,Left
E03782,44,Male,Single,Diploma,13.8,Consultant,Sales,Entry,Contract,Hybrid,7.6,46935,22.67,None,3,4,9,52.5,19,No,2,3,76.62,32,No,16.3,0,50,Left
E03783,46,Female,Married,Master,26.5,Consultant,Finance,Senior,Contract,Remote,7.6,56102,14.59,Medium,1,1,3,40.9,2,No,4,1,32.15,91,No,16.4,15,59,Stayed
E03784,42,Male,Single,Master,33.5,Engineer,Finance,Senior,Full-time,Hybrid,8.2,39729,0.96,High,3,5,4,41.8,1,Yes,4,3,94.51,13,Yes,9.0,30,16,Stayed
E03785,45,Male,Single,Bachelor,1.3,Analyst,Operations,Senior,Contract,Onsite,9.5,87797,23.46,Medium,3,1,14,59.6,4,No,3,4,60.42,32,No,7.9,23,7,Stayed
E03786,46,Female,Married,Diploma,19.1,Sales,Sales,Entry,Full-time,Remote,2.2,67420,13.05,High,2,2,9,30.2,5,Yes,4,3,79.3,14,No,3.4,25,2,Left
E03787,53,Male,Single,Diploma,8.0,Engineer,IT,Mid,Contract,Onsite,10.0,105645,22.65,Medium,5,1,14,56.1,8,No,3,2,77.01,22,No,15.5,11,8,Left
E03788,53,Female,Single,Bachelor,19.7,Consultant,IT,Entry,Full-time,Onsite,8.9,54548,22.67,Medium,3,3,1,39.9,9,No,2,4,97.15,59,No,12.7,43,42,Stayed
E03789,26,Female,Single,Diploma,16.6,Manager,Operations,Senior,Full-time,Hybrid,5.0,27980,3.0,High,1,3,12,56.9,0,Yes,1,4,57.9,82,Yes,3.8,51,37,Stayed
E03790,57,Female,Married,PhD,20.4,Consultant,Operations,Executive,Contract,Onsite,2.4,86841,18.4,None,2,4,10,37.5,2,Yes,5,1,14.95,5,Yes,10.2,44,24,Stayed
E03791,37,Male,Single,PhD,19.5,Analyst,Sales,Senior,Full-time,Remote,5.1,137253,10.8,Medium,3,1,10,45.1,4,Yes,5,1,17.93,26,Yes,11.6,17,27,Stayed
E03792,54,Male,Single,Bachelor,33.6,Consultant,Operations,Mid,Full-time,Onsite,8.0,111533,16.39,High,2,4,13,60.2,8,Yes,4,3,42.19,11,Yes,17.4,57,58,Stayed
E03793,42,Female,Married,Master,19.6,HR,Finance,Entry,Contract,Hybrid,6.4,25711,2.66,None,2,3,11,60.2,0,Yes,4,2,42.43,90,Yes,2.2,55,44,Stayed
E03794,30,Male,Married,PhD,29.7,Consultant,IT,Entry,Contract,Onsite,3.5,121106,17.65,None,1,3,2,38.4,16,Yes,5,1,29.56,42,No,3.7,14,35,Stayed
E03795,27,Female,Married,Bachelor,11.5,HR,Finance,Senior,Full-time,Onsite,4.7,98647,23.33,None,1,4,11,45.1,7,Yes,1,3,93.32,54,No,10.9,35,35,Left
E03796,56,Male,Single,PhD,15.6,Engineer,HR,Mid,Full-time,Hybrid,9.6,26831,29.6,High,4,3,6,50.1,13,Yes,1,3,52.58,24,No,1.4,25,16,Stayed
E03797,43,Female,Married,High School,16.7,Sales,Finance,Mid,Full-time,Hybrid,8.2,148063,9.61,High,3,1,4,53.5,15,No,1,5,91.24,44,No,8.0,37,3,Stayed
E03798,26,Female,Married,Bachelor,10.1,HR,IT,Executive,Full-time,Hybrid,2.1,73614,4.65,Medium,2,5,7,59.7,8,Yes,4,5,14.96,83,No,0.8,53,26,Stayed
E03799,44,Male,Married,Diploma,13.6,Consultant,HR,Senior,Contract,Hybrid,5.9,116185,10.98,Medium,4,5,2,30.9,15,No,4,2,41.33,64,No,5.5,9,19,Stayed
E03800,38,Male,Single,PhD,21.1,Sales,Sales,Executive,Contract,Hybrid,9.4,97622,0.58,Medium,1,3,2,34.6,15,No,1,5,42.36,93,No,3.6,23,43,Stayed
E03801,33,Male,Married,Diploma,20.5,Sales,HR,Entry,Full-time,Hybrid,1.3,82617,12.26,Medium,5,5,0,36.3,15,No,5,2,13.39,73,No,6.1,20,15,Stayed
E03802,44,Male,Married,Bachelor,22.5,Consultant,Operations,Entry,Full-time,Hybrid,1.4,106545,27.44,High,2,5,13,37.6,5,No,3,2,68.28,7,Yes,15.5,6,45,Left
E03803,37,Female,Married,PhD,12.6,Consultant,IT,Mid,Full-time,Onsite,7.5,59405,5.83,High,5,5,0,31.2,6,Yes,5,4,22.78,9,Yes,7.3,44,31,Left
E03804,24,Female,Married,Diploma,11.4,Analyst,Operations,Executive,Full-time,Onsite,6.2,98683,14.33,Low,5,3,1,66.8,4,No,3,3,41.2,48,Yes,17.9,5,16,Stayed
E03805,51,Male,Married,Master,21.6,Engineer,Finance,Mid,Contract,Onsite,1.4,72350,17.18,Medium,2,5,6,36.5,3,Yes,1,5,98.29,63,No,5.9,46,51,Stayed
E03806,43,Male,Single,Master,5.1,HR,Sales,Senior,Contract,Remote,10.0,73783,5.4,High,4,4,8,32.9,13,No,4,1,93.71,92,No,3.0,45,33,Stayed
E03807,30,Female,Single,High School,9.2,Manager,IT,Mid,Contract,Hybrid,6.2,128174,9.9,Low,4,4,5,48.9,18,No,1,2,33.53,12,Yes,1.7,53,17,Stayed
E03808,50,Male,Married,Bachelor,2.0,HR,Sales,Entry,Contract,Onsite,5.4,127708,27.34,Medium,2,5,4,67.6,10,No,2,2,38.35,8,No,19.8,32,2,Left
E03809,58,Male,Married,Diploma,3.0,Consultant,IT,Entry,Full-time,Hybrid,5.0,80082,8.87,Low,3,2,3,68.6,6,No,4,3,58.63,83,Yes,2.4,20,48,Stayed
E03810,44,Male,Married,High School,8.9,Manager,Operations,Mid,Full-time,Remote,7.3,132455,19.06,Medium,5,2,3,57.1,5,No,3,3,35.73,91,No,7.5,20,10,Stayed
E03811,34,Male,Single,Bachelor,1.2,Manager,Finance,Senior,Full-time,Hybrid,5.1,48715,4.11,Medium,4,4,6,37.1,9,Yes,4,5,75.31,88,No,17.0,49,11,Stayed
E03812,53,Female,Single,Master,9.0,HR,HR,Executive,Contract,Onsite,6.9,149853,20.1,None,2,4,13,30.2,17,Yes,1,5,61.04,84,Yes,4.9,8,24,Stayed
E03813,44,Female,Single,Diploma,23.1,HR,Sales,Entry,Contract,Remote,5.4,149418,8.37,High,1,5,0,43.4,4,Yes,3,2,52.53,76,Yes,1.8,55,36,Stayed
E03814,38,Male,Single,PhD,2.6,HR,IT,Entry,Contract,Hybrid,6.5,79132,6.94,Low,1,3,5,35.0,3,Yes,2,4,96.17,20,Yes,11.1,59,16,Stayed
E03815,42,Female,Married,Master,15.6,HR,IT,Senior,Contract,Remote,8.2,29155,3.72,Medium,2,4,14,60.2,2,Yes,5,1,29.57,12,Yes,1.2,51,43,Stayed
E03816,23,Male,Married,PhD,32.0,Engineer,Sales,Mid,Full-time,Hybrid,8.4,31336,1.4,High,3,5,0,68.8,4,Yes,2,1,87.27,76,Yes,14.5,29,33,Stayed
E03817,58,Male,Married,PhD,27.8,Analyst,HR,Entry,Full-time,Remote,8.6,65962,29.04,Low,1,4,3,33.3,2,Yes,5,2,75.45,11,Yes,12.2,49,19,Stayed
E03818,27,Male,Married,Diploma,11.0,Analyst,Finance,Entry,Contract,Onsite,2.8,106239,12.42,None,3,4,9,45.9,13,No,4,3,28.11,63,No,5.0,27,57,Left
E03819,39,Female,Single,Diploma,32.4,HR,IT,Senior,Contract,Hybrid,1.6,71361,23.33,High,2,5,5,66.1,12,Yes,1,2,26.64,15,No,10.1,47,16,Left
E03820,51,Female,Married,PhD,11.9,Analyst,IT,Mid,Full-time,Hybrid,8.5,104378,27.6,Low,2,5,13,59.1,5,Yes,1,2,61.98,78,Yes,0.6,20,19,Stayed
E03821,43,Female,Single,High School,3.0,HR,Sales,Senior,Full-time,Hybrid,1.4,87415,6.12,Medium,5,1,10,64.8,12,No,5,1,17.2,84,No,11.1,9,2,Left
E03822,54,Female,Single,PhD,34.8,HR,Sales,Senior,Full-time,Onsite,2.9,85071,26.1,None,2,3,1,66.9,3,Yes,1,2,53.27,36,Yes,15.6,6,0,Left
E03823,51,Female,Married,PhD,30.5,HR,IT,Mid,Full-time,Remote,5.7,100029,21.24,High,3,1,4,46.5,0,Yes,4,2,40.35,98,No,1.6,56,27,Left
E03824,38,Male,Single,Diploma,16.6,Sales,IT,Entry,Full-time,Onsite,8.7,127398,17.34,Medium,4,1,12,57.7,18,Yes,2,3,86.56,93,Yes,4.9,22,46,Stayed
E03825,53,Male,Single,Bachelor,23.5,Engineer,IT,Executive,Contract,Remote,9.1,35588,24.27,None,1,1,10,58.4,4,No,4,4,63.71,35,Yes,12.7,54,37,Left
E03826,35,Female,Married,Master,23.7,Consultant,Operations,Executive,Full-time,Hybrid,6.7,148549,3.32,None,1,1,10,55.2,12,No,4,1,67.62,80,No,1.4,37,56,Left
E03827,31,Female,Single,Diploma,7.2,Analyst,IT,Executive,Full-time,Remote,9.7,123023,7.91,Low,5,1,9,43.0,1,Yes,2,4,39.41,39,Yes,16.4,24,56,Left
E03828,57,Female,Single,High School,7.4,Analyst,Finance,Senior,Contract,Remote,7.6,61651,3.93,Medium,4,4,3,63.3,8,No,3,3,29.49,62,Yes,6.8,14,5,Stayed
E03829,55,Male,Married,Master,16.7,Engineer,Finance,Entry,Full-time,Hybrid,5.7,50389,26.88,Medium,3,1,2,60.8,9,No,3,5,58.32,67,No,4.6,26,43,Left
E03830,30,Female,Single,Diploma,31.9,Engineer,HR,Entry,Full-time,Hybrid,2.2,51349,2.96,High,3,5,9,47.8,14,Yes,5,2,95.03,45,No,17.1,2,21,Stayed
E03831,49,Male,Single,Diploma,0.8,HR,Sales,Entry,Contract,Remote,4.9,34485,29.4,High,5,3,5,46.8,16,No,5,4,63.56,27,No,13.3,38,56,Left
E03832,32,Male,Married,Bachelor,27.5,HR,HR,Entry,Contract,Hybrid,8.4,133337,3.3,High,2,2,6,30.4,19,No,3,2,11.75,74,No,18.0,57,12,Stayed
E03833,35,Female,Single,High School,2.5,Sales,IT,Senior,Contract,Hybrid,3.6,51207,19.85,High,4,2,1,63.7,19,No,3,2,96.74,59,No,8.1,17,39,Stayed
E03834,40,Male,Married,High School,17.0,Sales,Sales,Executive,Contract,Remote,6.2,147454,19.81,None,1,4,11,41.4,17,No,4,1,85.04,90,Yes,19.6,8,3,Stayed
E03835,36,Male,Single,Diploma,22.5,Consultant,IT,Executive,Contract,Onsite,9.9,53290,27.94,High,4,1,5,48.8,14,Yes,1,4,89.52,62,Yes,19.1,4,44,Stayed
E03836,49,Female,Single,Bachelor,24.2,Analyst,Sales,Mid,Contract,Onsite,2.6,120096,9.69,Medium,5,5,13,46.5,16,Yes,5,5,50.73,72,Yes,11.6,24,23,Stayed
E03837,45,Male,Married,Diploma,2.5,Engineer,Operations,Entry,Full-time,Hybrid,1.9,72173,9.96,None,2,2,9,57.1,0,No,1,1,90.67,32,No,14.7,14,9,Stayed
E03838,29,Female,Married,PhD,14.9,Consultant,Operations,Executive,Full-time,Remote,8.2,78391,25.39,High,4,1,12,45.6,9,Yes,2,2,33.32,10,Yes,7.8,59,48,Stayed
E03839,30,Male,Single,PhD,20.6,Analyst,Operations,Executive,Full-time,Hybrid,1.2,80669,29.36,High,2,2,14,37.2,9,No,3,4,82.14,99,No,1.6,14,41,Stayed
E03840,54,Female,Married,Bachelor,2.8,Consultant,HR,Entry,Full-time,Onsite,6.8,125544,0.9,Low,4,2,11,64.7,4,Yes,4,4,65.13,23,No,6.9,15,1,Stayed
E03841,54,Female,Single,Diploma,5.2,Consultant,Sales,Entry,Contract,Onsite,4.0,20796,19.06,None,1,1,0,37.3,9,Yes,2,1,95.73,56,No,5.5,37,15,Stayed
E03842,40,Male,Married,Bachelor,23.4,HR,HR,Executive,Contract,Remote,7.5,42214,7.31,Medium,3,3,9,31.1,16,No,5,5,36.67,31,Yes,3.1,23,9,Stayed
E03843,24,Female,Single,Diploma,18.5,Consultant,Sales,Mid,Contract,Remote,2.1,122771,21.84,High,4,3,10,37.8,12,Yes,4,1,21.12,82,No,10.0,36,54,Stayed
E03844,31,Male,Single,Diploma,6.1,HR,IT,Entry,Full-time,Onsite,4.0,27493,23.18,None,3,4,10,48.2,13,Yes,2,5,74.53,65,Yes,18.7,13,8,Stayed
E03845,22,Male,Single,PhD,19.0,Analyst,Operations,Executive,Contract,Remote,1.2,56467,22.88,Medium,3,5,3,46.9,3,No,2,1,98.75,62,No,17.7,48,54,Stayed
E03846,50,Female,Single,Master,32.0,Sales,Operations,Mid,Full-time,Onsite,3.1,81065,13.07,High,3,1,10,61.9,19,Yes,1,4,23.12,84,No,6.0,30,25,Stayed
E03847,55,Male,Single,High School,1.0,Analyst,Sales,Senior,Contract,Hybrid,5.3,50006,4.73,High,5,2,5,37.8,19,Yes,3,2,19.16,74,Yes,20.0,30,6,Left
E03848,34,Female,Married,High School,22.7,HR,HR,Mid,Full-time,Onsite,2.6,102996,17.54,Low,1,3,2,61.0,4,Yes,4,5,48.76,44,Yes,18.3,41,15,Stayed
